Rep,CustomerName,SageId,RegionName,ShippingMethodRequested,DateExpected,OrderId,OrderLineId,SKU,Supplier,Protein,PackDetails,QuantityOrdered,OrderUOM,ShippedItems,ShippedLb,Price,BillingUOM,Rev,Cost,Base,ProfitMargin,Description,SKU_Desc
Retail Meat Shop,Two Rivers Deli,TWOR04,TRSM House,Customer Pickup - VAN,2021-09-20,310671.0,1179282.0,58122166,TRSM,Charcuterie,~2lbs/pc,6.0,Pack,6.0,10.69,17.91,Pound,191.4579,191.4579,191.4579,0.0,Charcuterie Bison and Herb Salami Fresh TRSM,58122166 - Charcuterie Bison and Herb Salami Fresh TRSM
Retail Meat Shop,Two Rivers Deli,TWOR04,TRSM House,Customer Pickup - VAN,2021-09-20,310671.0,1179287.0,58122147,TRSM,Charcuterie,~2 Lbs,6.0,Each,6.0,12.48,16.44,Pound,205.1712,205.1712,205.1712,0.0,Charcuterie Elk Goteborg Salami Fresh TRSM,58122147 - Charcuterie Elk Goteborg Salami Fresh TRSM
Fraser Mittlestead,Alibi Room,ALIB02,Vancouver E,TRSM Delivery - Ground,2021-09-20,310681.0,1179339.0,58122154,TRSM,Charcuterie,~2 Lbs,1.0,Each,1.0,1.87,18.0,Pound,33.66,24.1978,32.3323,0.28111111111111103,Charcuterie Soria Chorizo Salami Fresh TRSM,58122154 - Charcuterie Soria Chorizo Salami Fresh TRSM
Fraser Mittlestead,Alibi Room,ALIB02,Vancouver E,TRSM Delivery - Ground,2021-09-20,310681.0,1179341.0,58122148,TRSM,Charcuterie,~2 Lbs,1.0,Each,1.0,1.96,17.0,Pound,33.32,24.892,33.2024,0.2529411764705883,Charcuterie Sour Tuscan Salami Fresh TRSM,58122148 - Charcuterie Sour Tuscan Salami Fresh TRSM
Dave Wright,Lonsdale BridgeDeck,LONS03,Vancouver NS,TRSM Delivery - Ground,2021-09-20,310686.0,1179352.0,58122256,TRSM,Charcuterie,"~2lbs, 14 pc/pck",5.0,Pack,5.0,8.71,10.5,Pound,91.455,62.5378,83.5289,0.3161904761904762,Charcuterie Hot Smoked Pep Fresh TRSM,58122256 - Charcuterie Hot Smoked Pep Fresh TRSM
Dave Wright,Lonsdale BridgeDeck,LONS03,Vancouver NS,TRSM Delivery - Ground,2021-09-20,310686.0,1179353.0,58122140,TRSM,Charcuterie,"~1.4-1.6lbs, 14 pc/pck",2.0,Pack,2.0,2.65,14.0,Pound,37.1,26.0495,37.1,0.29785714285714293,"Charcuterie Spicy Pork Pepperoni, Cold Smoked Fresh TRSM","58122140 - Charcuterie Spicy Pork Pepperoni, Cold Smoked Fresh TRSM"
Staff Accounts Staff Accounts,Josh Goulding,JOSH04,TRSM House,Customer Pickup - VAN,2021-09-20,310692.0,1179387.0,58122256,TRSM,Charcuterie,"~2lbs, 14 pc/pck",1.0,Pack,1.0,1.61,8.77,Pound,14.1197,11.5598,14.1197,0.18129988597491453,Charcuterie Hot Smoked Pep Fresh TRSM,58122256 - Charcuterie Hot Smoked Pep Fresh TRSM
Staff Accounts Staff Accounts,Josh Goulding,JOSH04,TRSM House,Customer Pickup - VAN,2021-09-20,310692.0,1179388.0,58122140,TRSM,Charcuterie,"~1.4-1.6lbs, 14 pc/pck",1.0,Pack,1.0,1.33,12.81,Pound,17.0373,13.0739,17.0373,0.23263075722092108,"Charcuterie Spicy Pork Pepperoni, Cold Smoked Fresh TRSM","58122140 - Charcuterie Spicy Pork Pepperoni, Cold Smoked Fresh TRSM"
Gian Linuzzi,The Farmer's Daughter,FARM09,Victoria,Island Point,2021-09-20,310694.0,1179392.0,58122299,TRSM,Charcuterie,"2.65lb/cs, 150g/pk, 1pc/pk, 8pk/cs",2.0,Case,2.0,5.88,57.55,Each,115.1,71.3,116.26,0.3805386620330148,"Charcuterie Salami, Milano Fresh TRSM (Retail Case)","58122299 - Charcuterie Salami, Milano Fresh TRSM (Retail Case)"
Gian Linuzzi,The Farmer's Daughter,FARM09,Victoria,Island Point,2021-09-20,310694.0,1179394.0,58122302,TRSM,Charcuterie,"2.65lb/cs, 150g/pk, 1pc/pk, 8pk/cs",1.0,Case,1.0,3.02,57.55,Each,57.55,30.46,58.13,0.47072111207645523,"Charcuterie Salami, Chorizo, Cold Smoked Fresh TRSM (Retail Case)","58122302 - Charcuterie Salami, Chorizo, Cold Smoked Fresh TRSM (Retail Case)"
Gian Linuzzi,The Farmer's Daughter,FARM09,Victoria,Island Point,2021-09-20,310694.0,1179397.0,58122287,TRSM,Charcuterie,~0.6 -0.8 Lbs pk/ 8pc,4.0,Pack,4.0,3.23,24.5,Pound,79.135,58.6568,79.1027,0.25877551020408174,Charcuterie Beef & Bison Pepper Sticks Cold Smoked Fresh TRSM,58122287 - Charcuterie Beef & Bison Pepper Sticks Cold Smoked Fresh TRSM
Gian Linuzzi,The Farmer's Daughter,FARM09,Victoria,Island Point,2021-09-20,310694.0,1179398.0,58122213,TRSM,Charcuterie,"~1.4-1.6lbs, 14 pc/pck",4.0,Pack,4.0,6.1,16.0,Pound,97.6,72.956,98.576,0.25249999999999995,Charcuterie Fennel Sticks Cold Smoked Fresh TRSM,58122213 - Charcuterie Fennel Sticks Cold Smoked Fresh TRSM
Gian Linuzzi,The Farmer's Daughter,FARM09,Victoria,Island Point,2021-09-20,310694.0,1179399.0,58122140,TRSM,Charcuterie,"~1.4-1.6lbs, 14 pc/pck",4.0,Pack,4.0,5.63,14.0,Pound,78.82,55.3429,79.6082,0.2978571428571428,"Charcuterie Spicy Pork Pepperoni, Cold Smoked Fresh TRSM","58122140 - Charcuterie Spicy Pork Pepperoni, Cold Smoked Fresh TRSM"
Gian Linuzzi,The Farmer's Daughter,FARM09,Victoria,Island Point,2021-09-20,310694.0,1179400.0,58122113,TRSM,Charcuterie,~1.5 - 2.5 Lbs,4.0,Each,4.0,7.84,16.0,Pound,125.44,91.5712,123.48,0.26999999999999996,Charcuterie Coppa Fresh TRSM,58122113 - Charcuterie Coppa Fresh TRSM
Gian Linuzzi,The Farmer's Daughter,FARM09,Victoria,Island Point,2021-09-20,310694.0,1179402.0,58122148,TRSM,Charcuterie,~2 Lbs,4.0,Each,4.0,7.19,18.0,Pound,129.42,91.313,123.0209,0.29444444444444434,Charcuterie Sour Tuscan Salami Fresh TRSM,58122148 - Charcuterie Sour Tuscan Salami Fresh TRSM
House House,Saje and Vine,SAJE01,Richmond,Customer Pickup - VAN,2021-09-20,310812.0,1179843.0,58122299,TRSM,Charcuterie,"2.65lb/cs, 150g/pk, 1pc/pk, 8pk/cs",2.0,Case,2.0,5.84,57.55,Each,115.1,71.3,115.1,0.3805386620330148,"Charcuterie Salami, Milano Fresh TRSM (Retail Case)","58122299 - Charcuterie Salami, Milano Fresh TRSM (Retail Case)"
Jason Pleym,Natures Fare Vernon,NATU06,Int Vernon,Clark - Ground,2021-09-21,310484.0,1178545.0,58122302,TRSM,Charcuterie,"2.65lb/cs, 150g/pk, 1pc/pk, 8pk/cs",1.0,Case,1.0,3.0,57.55,Each,57.55,30.46,57.55,0.47072111207645523,"Charcuterie Salami, Chorizo, Cold Smoked Fresh TRSM (Retail Case)","58122302 - Charcuterie Salami, Chorizo, Cold Smoked Fresh TRSM (Retail Case)"
Jason Pleym,Natures Fare Vernon,NATU06,Int Vernon,Clark - Ground,2021-09-21,310484.0,1178546.0,58122299,TRSM,Charcuterie,"2.65lb/cs, 150g/pk, 1pc/pk, 8pk/cs",1.0,Case,1.0,2.86,57.52,Each,57.52,35.65,57.55,0.3802155771905425,"Charcuterie Salami, Milano Fresh TRSM (Retail Case)","58122299 - Charcuterie Salami, Milano Fresh TRSM (Retail Case)"
Jason Pleym,Natures Fare White Rock,NATU08,White Rock,TRSM Delivery - Ground,2021-09-21,310549.0,1178824.0,58122302,TRSM,Charcuterie,"2.65lb/cs, 150g/pk, 1pc/pk, 8pk/cs",1.0,Case,1.0,3.0,57.55,Each,57.55,30.46,57.55,0.47072111207645523,"Charcuterie Salami, Chorizo, Cold Smoked Fresh TRSM (Retail Case)","58122302 - Charcuterie Salami, Chorizo, Cold Smoked Fresh TRSM (Retail Case)"
Jason Pleym,Natures Fare White Rock,NATU08,White Rock,TRSM Delivery - Ground,2021-09-21,310549.0,1178825.0,58122299,TRSM,Charcuterie,"2.65lb/cs, 150g/pk, 1pc/pk, 8pk/cs",1.0,Case,1.0,3.38,57.55,Each,57.55,35.65,57.55,0.3805386620330148,"Charcuterie Salami, Milano Fresh TRSM (Retail Case)","58122299 - Charcuterie Salami, Milano Fresh TRSM (Retail Case)"
Gian Linuzzi,Farm & Field Butchers,FARM05,Victoria,Island Point,2021-09-21,310589.0,1180177.0,58122135,TRSM,Charcuterie,~1lb,3.0,Each,3.0,5.01,28.0,Pound,140.28,104.4585,140.8812,0.25535714285714284,Charcuterie Beef Bresaola Fresh TRSM,58122135 - Charcuterie Beef Bresaola Fresh TRSM
Gian Linuzzi,Farm & Field Butchers,FARM05,Victoria,Island Point,2021-09-21,310589.0,1180179.0,58122140,TRSM,Charcuterie,"~1.4-1.6lbs, 14 pc/pck",6.0,Pack,6.0,8.08,14.5,Pound,117.16,79.4264,114.2512,0.32206896551724135,"Charcuterie Spicy Pork Pepperoni, Cold Smoked Fresh TRSM","58122140 - Charcuterie Spicy Pork Pepperoni, Cold Smoked Fresh TRSM"
Gian Linuzzi,Farm & Field Butchers,FARM05,Victoria,Island Point,2021-09-21,310589.0,1180182.0,58122249,TRSM,Charcuterie,~2lbs each – 1pc/bag,2.0,Each,2.0,4.86,14.99,Pound,72.8514,51.3702,69.1578,0.294863242161441,Charcuterie Beef Summer Salami Fresh TRSM,58122249 - Charcuterie Beef Summer Salami Fresh TRSM
Gian Linuzzi,Farm & Field Butchers,FARM05,Victoria,Island Point,2021-09-21,310589.0,1180184.0,58122166,TRSM,Charcuterie,~2lbs/pc,4.0,Pack,4.0,7.3,24.5,Pound,178.85,130.743,176.149,0.2689795918367347,Charcuterie Bison and Herb Salami Fresh TRSM,58122166 - Charcuterie Bison and Herb Salami Fresh TRSM
Jason Pleym,Natures Fare Westbank,NATU07,Int Kelowna,Clark - Ground,2021-09-21,310614.0,1179012.0,58122299,TRSM,Charcuterie,"2.65lb/cs, 150g/pk, 1pc/pk, 8pk/cs",1.0,Case,1.0,2.94,57.55,Each,57.55,35.65,57.55,0.3805386620330148,"Charcuterie Salami, Milano Fresh TRSM (Retail Case)","58122299 - Charcuterie Salami, Milano Fresh TRSM (Retail Case)"
Jason Pleym,Natures Fare Westbank,NATU07,Int Kelowna,Clark - Ground,2021-09-21,310614.0,1179014.0,58122302,TRSM,Charcuterie,"2.65lb/cs, 150g/pk, 1pc/pk, 8pk/cs",1.0,Case,1.0,3.02,57.55,Each,57.55,30.46,57.55,0.47072111207645523,"Charcuterie Salami, Chorizo, Cold Smoked Fresh TRSM (Retail Case)","58122302 - Charcuterie Salami, Chorizo, Cold Smoked Fresh TRSM (Retail Case)"
Jason Pleym,Natures Fare Penticton #2,NATU09,Int Penticton,Clark - Ground,2021-09-21,310618.0,1179037.0,58122299,TRSM,Charcuterie,"2.65lb/cs, 150g/pk, 1pc/pk, 8pk/cs",1.0,Case,1.0,2.98,57.52,Each,57.52,35.65,57.55,0.3802155771905425,"Charcuterie Salami, Milano Fresh TRSM (Retail Case)","58122299 - Charcuterie Salami, Milano Fresh TRSM (Retail Case)"
Jason Pleym,Natures Fare Penticton #2,NATU09,Int Penticton,Clark - Ground,2021-09-21,310618.0,1179038.0,58122302,TRSM,Charcuterie,"2.65lb/cs, 150g/pk, 1pc/pk, 8pk/cs",1.0,Case,1.0,2.94,57.52,Each,57.52,30.46,57.55,0.4704450625869263,"Charcuterie Salami, Chorizo, Cold Smoked Fresh TRSM (Retail Case)","58122302 - Charcuterie Salami, Chorizo, Cold Smoked Fresh TRSM (Retail Case)"
Jason Pleym,SPUD TRAPP,SPUD01,Burnaby,TRSM Delivery - Ground,2021-09-21,310621.0,1179056.0,58122302,TRSM,Charcuterie,"2.65lb/cs, 150g/pk, 1pc/pk, 8pk/cs",1.0,Case,1.0,3.02,57.55,Each,57.55,30.46,57.55,0.47072111207645523,"Charcuterie Salami, Chorizo, Cold Smoked Fresh TRSM (Retail Case)","58122302 - Charcuterie Salami, Chorizo, Cold Smoked Fresh TRSM (Retail Case)"
Gian Linuzzi,Session Bistro & Fitness,SESS01,Campbell River,Island Point,2021-09-21,310669.0,1179270.0,58122195,TRSM,Charcuterie,~2pc 2-2.5 Lbs Pck,8.0,Pack,8.0,20.57,14.0,Pound,287.98,210.4311,284.4831,0.2692857142857144,Charcuterie Pork Pizza Pepperoni Hot Smoked Fresh TRSM,58122195 - Charcuterie Pork Pizza Pepperoni Hot Smoked Fresh TRSM
Gian Linuzzi,Beach Fire Brewing,BEAC05,Campbell River,Island Point,2021-09-21,310685.0,1179349.0,58122108,TRSM,Charcuterie,~2.7 Lbs Pck/8 pc,1.0,Pack,1.0,2.85,16.0,Pound,45.6,31.3215,42.294,0.313125,"Charcuterie Chorizo, Cold Smoked Fresh TRSM","58122108 - Charcuterie Chorizo, Cold Smoked Fresh TRSM"
Staff Accounts Staff Accounts,Kyle Personal,KYLE04,TRSM House,Customer Pickup - VAN,2021-09-21,310691.0,1179383.0,58122140,TRSM,Charcuterie,"~1.4-1.6lbs, 14 pc/pck",1.0,Pack,1.0,1.34,12.81,Pound,17.1654,13.1722,17.1654,0.23263075722092122,"Charcuterie Spicy Pork Pepperoni, Cold Smoked Fresh TRSM","58122140 - Charcuterie Spicy Pork Pepperoni, Cold Smoked Fresh TRSM"
Fraser Mittlestead,Foxy Produce,FOXY01,Vancouver NS,TRSM Delivery - Ground,2021-09-21,310706.0,1179615.0,58122302,TRSM,Charcuterie,"2.65lb/cs, 150g/pk, 1pc/pk, 8pk/cs",1.0,Case,1.0,3.04,57.55,Each,57.55,30.46,57.55,0.47072111207645523,"Charcuterie Salami, Chorizo, Cold Smoked Fresh TRSM (Retail Case)","58122302 - Charcuterie Salami, Chorizo, Cold Smoked Fresh TRSM (Retail Case)"
Fraser Mittlestead,IL Posto,ILPO01,Delta,TRSM Delivery - Ground,2021-09-21,310721.0,1179462.0,58122148,TRSM,Charcuterie,~2 Lbs,1.0,Each,1.0,1.81,18.0,Pound,32.58,22.987,30.6614,0.29444444444444445,Charcuterie Sour Tuscan Salami Fresh TRSM,58122148 - Charcuterie Sour Tuscan Salami Fresh TRSM
Gian Linuzzi,Swan's Brewpub,SWAN01,Victoria,Island Point,2021-09-21,310734.0,1180084.0,58122195,TRSM,Charcuterie,~2pc 2-2.5 Lbs Pck,5.0,Pack,5.0,12.96,13.25,Pound,171.72,132.5808,179.2368,0.22792452830188673,Charcuterie Pork Pizza Pepperoni Hot Smoked Fresh TRSM,58122195 - Charcuterie Pork Pizza Pepperoni Hot Smoked Fresh TRSM
House House,VV Tapas Lounge,VVTA01,Vancouver E,TRSM Delivery - Ground,2021-09-21,310758.0,1179568.0,58122135,TRSM,Charcuterie,~1lb,2.0,Each,2.0,4.07,27.95,Pound,113.7565,84.8595,113.3088,0.2540250447227192,Charcuterie Beef Bresaola Fresh TRSM,58122135 - Charcuterie Beef Bresaola Fresh TRSM
House House,VV Tapas Lounge,VVTA01,Vancouver E,TRSM Delivery - Ground,2021-09-21,310758.0,1179570.0,58122299,TRSM,Charcuterie,"2.65lb/cs, 150g/pk, 1pc/pk, 8pk/cs",1.0,Case,1.0,2.96,57.55,Each,57.55,35.65,57.55,0.3805386620330148,"Charcuterie Salami, Milano Fresh TRSM (Retail Case)","58122299 - Charcuterie Salami, Milano Fresh TRSM (Retail Case)"
House House,VV Tapas Lounge,VVTA01,Vancouver E,TRSM Delivery - Ground,2021-09-21,310758.0,1179571.0,58122302,TRSM,Charcuterie,"2.65lb/cs, 150g/pk, 1pc/pk, 8pk/cs",1.0,Case,1.0,3.02,57.55,Each,57.55,30.46,57.55,0.47072111207645523,"Charcuterie Salami, Chorizo, Cold Smoked Fresh TRSM (Retail Case)","58122302 - Charcuterie Salami, Chorizo, Cold Smoked Fresh TRSM (Retail Case)"
House House,VV Tapas Lounge,VVTA01,Vancouver E,TRSM Delivery - Ground,2021-09-21,310758.0,1179572.0,58122249,TRSM,Charcuterie,~2lbs each – 1pc/bag,1.0,Each,1.0,2.45,15.0,Pound,36.75,25.8965,34.5205,0.29533333333333334,Charcuterie Beef Summer Salami Fresh TRSM,58122249 - Charcuterie Beef Summer Salami Fresh TRSM
House House,VV Tapas Lounge,VVTA01,Vancouver E,TRSM Delivery - Ground,2021-09-21,310758.0,1179573.0,58122113,TRSM,Charcuterie,~1.5 - 2.5 Lbs,2.0,Each,2.0,3.77,17.0,Pound,64.09,44.0336,58.7743,0.3129411764705883,Charcuterie Coppa Fresh TRSM,58122113 - Charcuterie Coppa Fresh TRSM
Jesse Croy,Oliver Eats,OLIV05,Int Penticton,Clark - Ground,2021-09-21,310767.0,1179643.0,58122287,TRSM,Charcuterie,~0.6 -0.8 Lbs pk/ 8pc,3.0,Pack,3.0,2.38,24.5,Pound,58.31,43.2208,58.2862,0.25877551020408174,Charcuterie Beef & Bison Pepper Sticks Cold Smoked Fresh TRSM,58122287 - Charcuterie Beef & Bison Pepper Sticks Cold Smoked Fresh TRSM
Jesse Croy,Oliver Eats,OLIV05,Int Penticton,Clark - Ground,2021-09-21,310767.0,1179644.0,58122140,TRSM,Charcuterie,"~1.4-1.6lbs, 14 pc/pck",2.0,Pack,2.0,2.7,14.5,Pound,39.15,26.541,38.178,0.32206896551724135,"Charcuterie Spicy Pork Pepperoni, Cold Smoked Fresh TRSM","58122140 - Charcuterie Spicy Pork Pepperoni, Cold Smoked Fresh TRSM"
Dave Wright,Kitchen Quickies Retail,KITC01,S2S Squamish,TRSM Delivery - Ground,2021-09-21,310800.0,1179779.0,58122299,TRSM,Charcuterie,"2.65lb/cs, 150g/pk, 1pc/pk, 8pk/cs",1.0,Case,1.0,2.96,57.55,Each,57.55,35.65,57.55,0.3805386620330148,"Charcuterie Salami, Milano Fresh TRSM (Retail Case)","58122299 - Charcuterie Salami, Milano Fresh TRSM (Retail Case)"
Dave Wright,Backcountry Brewing,BACK01,S2S Squamish,TRSM Delivery - Ground,2021-09-21,310803.0,1180226.0,58122195,TRSM,Charcuterie,~2pc 2-2.5 Lbs Pck,1.0,Pack,1.0,2.59,13.7,Pound,35.483,26.4957,35.4571,0.2532846715328467,Charcuterie Pork Pizza Pepperoni Hot Smoked Fresh TRSM,58122195 - Charcuterie Pork Pizza Pepperoni Hot Smoked Fresh TRSM
Dave Wright,Nesters Market Squamish,NEST01,S2S Squamish,TRSM Delivery - Ground,2021-09-21,310809.0,1179833.0,58122299,TRSM,Charcuterie,"2.65lb/cs, 150g/pk, 1pc/pk, 8pk/cs",2.0,Case,2.0,5.86,57.55,Each,115.1,71.3,115.1,0.3805386620330148,"Charcuterie Salami, Milano Fresh TRSM (Retail Case)","58122299 - Charcuterie Salami, Milano Fresh TRSM (Retail Case)"
Dave Wright,Nesters Market Squamish,NEST01,S2S Squamish,TRSM Delivery - Ground,2021-09-21,310809.0,1179835.0,58122302,TRSM,Charcuterie,"2.65lb/cs, 150g/pk, 1pc/pk, 8pk/cs",1.0,Case,1.0,3.0,57.55,Each,57.55,30.46,57.55,0.47072111207645523,"Charcuterie Salami, Chorizo, Cold Smoked Fresh TRSM (Retail Case)","58122302 - Charcuterie Salami, Chorizo, Cold Smoked Fresh TRSM (Retail Case)"
Kyle McLaws,Louis Gervais Fine Foods,LOUI01,Vancouver NS,TRSM Delivery - Ground,2021-09-21,310820.0,1179885.0,58122140,TRSM,Charcuterie,"~1.4-1.6lbs, 14 pc/pck",2.0,Pack,2.0,2.69,14.0,Pound,37.66,26.4427,37.66,0.2978571428571428,"Charcuterie Spicy Pork Pepperoni, Cold Smoked Fresh TRSM","58122140 - Charcuterie Spicy Pork Pepperoni, Cold Smoked Fresh TRSM"
Kyle McLaws,Louis Gervais Fine Foods,LOUI01,Vancouver NS,TRSM Delivery - Ground,2021-09-21,310820.0,1179889.0,58122148,TRSM,Charcuterie,~2 Lbs,1.0,Each,1.0,1.72,18.0,Pound,30.96,21.844,29.1368,0.2944444444444444,Charcuterie Sour Tuscan Salami Fresh TRSM,58122148 - Charcuterie Sour Tuscan Salami Fresh TRSM
Kyle McLaws,Louis Gervais Fine Foods,LOUI01,Vancouver NS,TRSM Delivery - Ground,2021-09-21,310820.0,1179890.0,58122154,TRSM,Charcuterie,~2 Lbs,1.0,Each,1.0,1.9,18.0,Pound,34.2,24.586,32.851,0.2811111111111112,Charcuterie Soria Chorizo Salami Fresh TRSM,58122154 - Charcuterie Soria Chorizo Salami Fresh TRSM
Dave Wright,Il Caminetto,ILCA02,S2S Whistler,TRSM Delivery - Ground,2021-09-21,310830.0,1180190.0,58122113,TRSM,Charcuterie,~1.5 - 2.5 Lbs,1.0,Each,1.0,1.64,16.5,Pound,27.06,19.1552,25.5676,0.29212121212121206,Charcuterie Coppa Fresh TRSM,58122113 - Charcuterie Coppa Fresh TRSM
Dave Wright,Chateau Whistler,CHAT03,S2S Whistler,TRSM Delivery - Ground,2021-09-21,310837.0,1180020.0,58122213,TRSM,Charcuterie,"~1.4-1.6lbs, 14 pc/pck",3.0,Pack,3.0,4.44,16.5,Pound,73.26,53.1024,71.04,0.27515151515151515,Charcuterie Fennel Sticks Cold Smoked Fresh TRSM,58122213 - Charcuterie Fennel Sticks Cold Smoked Fresh TRSM
Dave Wright,Chateau Whistler,CHAT03,S2S Whistler,TRSM Delivery - Ground,2021-09-21,310837.0,1180021.0,58122148,TRSM,Charcuterie,~2 Lbs,2.0,Each,2.0,3.74,17.5,Pound,65.45,47.498,63.3556,0.27428571428571435,Charcuterie Sour Tuscan Salami Fresh TRSM,58122148 - Charcuterie Sour Tuscan Salami Fresh TRSM
Gian Linuzzi,Salt Spring Wild Cider,SALT04,Salt Spring,Island Point,2021-09-21,310841.0,1180030.0,58122213,TRSM,Charcuterie,"~1.4-1.6lbs, 14 pc/pck",4.0,Pack,4.0,6.0,16.5,Pound,99.0,71.76,96.96,0.2751515151515151,Charcuterie Fennel Sticks Cold Smoked Fresh TRSM,58122213 - Charcuterie Fennel Sticks Cold Smoked Fresh TRSM
Jason Pleym,Be Fresh Cypress,BEFR01,Vancouver W,TRSM Delivery - Ground,2021-09-21,310842.0,1180031.0,58122287,TRSM,Charcuterie,~0.6 -0.8 Lbs pk/ 8pc,1.0,Pack,1.0,0.84,24.15,Pound,20.286,15.2544,20.37,0.2480331262939959,Charcuterie Beef & Bison Pepper Sticks Cold Smoked Fresh TRSM,58122287 - Charcuterie Beef & Bison Pepper Sticks Cold Smoked Fresh TRSM
Jason Pleym,Be Fresh Cypress,BEFR01,Vancouver W,TRSM Delivery - Ground,2021-09-21,310842.0,1180032.0,58122108,TRSM,Charcuterie,~2.7 Lbs Pck/8 pc,1.0,Pack,1.0,2.83,16.0,Pound,45.28,31.1017,41.5727,0.313125,"Charcuterie Chorizo, Cold Smoked Fresh TRSM","58122108 - Charcuterie Chorizo, Cold Smoked Fresh TRSM"
Jason Pleym,Be Fresh Cypress,BEFR01,Vancouver W,TRSM Delivery - Ground,2021-09-21,310842.0,1180039.0,58122213,TRSM,Charcuterie,"~1.4-1.6lbs, 14 pc/pck",1.0,Pack,1.0,1.48,16.0,Pound,23.68,17.7008,23.68,0.25249999999999995,Charcuterie Fennel Sticks Cold Smoked Fresh TRSM,58122213 - Charcuterie Fennel Sticks Cold Smoked Fresh TRSM
Jason Pleym,Organic Acres Market,SPUD02,Vancouver E,TRSM Delivery - Ground,2021-09-21,310843.0,1180045.0,58122287,TRSM,Charcuterie,~0.6 -0.8 Lbs pk/ 8pc,1.0,Pack,1.0,0.85,24.15,Pound,20.5275,15.436,20.6125,0.24803312629399585,Charcuterie Beef & Bison Pepper Sticks Cold Smoked Fresh TRSM,58122287 - Charcuterie Beef & Bison Pepper Sticks Cold Smoked Fresh TRSM
Jason Pleym,Organic Acres Market,SPUD02,Vancouver E,TRSM Delivery - Ground,2021-09-21,310843.0,1180047.0,58122108,TRSM,Charcuterie,~2.7 Lbs Pck/8 pc,1.0,Pack,1.0,2.88,16.0,Pound,46.08,31.6512,42.3072,0.313125,"Charcuterie Chorizo, Cold Smoked Fresh TRSM","58122108 - Charcuterie Chorizo, Cold Smoked Fresh TRSM"
Jason Pleym,Organic Acres Market,SPUD02,Vancouver E,TRSM Delivery - Ground,2021-09-21,310843.0,1180052.0,58122213,TRSM,Charcuterie,"~1.4-1.6lbs, 14 pc/pck",2.0,Pack,2.0,2.9,17.0,Pound,49.3,34.684,46.4,0.29647058823529415,Charcuterie Fennel Sticks Cold Smoked Fresh TRSM,58122213 - Charcuterie Fennel Sticks Cold Smoked Fresh TRSM
Jason Pleym,Fresh St Van House #55,FRES08,Vancouver W,TRSM Delivery - Ground,2021-09-21,310846.0,1180056.0,58122166,TRSM,Charcuterie,~2lbs/pc,3.0,Pack,3.0,5.35,23.89,Pound,127.8115,95.8185,127.8115,0.2503139388865634,Charcuterie Bison and Herb Salami Fresh TRSM,58122166 - Charcuterie Bison and Herb Salami Fresh TRSM
Jason Pleym,Fresh St Van House #55,FRES08,Vancouver W,TRSM Delivery - Ground,2021-09-21,310846.0,1180057.0,58122249,TRSM,Charcuterie,~2lbs each – 1pc/bag,4.0,Each,4.0,9.61,14.09,Pound,135.4049,101.5777,135.4049,0.24982256919801282,Charcuterie Beef Summer Salami Fresh TRSM,58122249 - Charcuterie Beef Summer Salami Fresh TRSM
Jason Pleym,Fresh St Van House #55,FRES08,Vancouver W,TRSM Delivery - Ground,2021-09-21,310846.0,1180061.0,58122113,TRSM,Charcuterie,~1.5 - 2.5 Lbs,2.0,Each,2.0,2.9,15.5,Pound,44.95,33.872,45.211,0.24645161290322587,Charcuterie Coppa Fresh TRSM,58122113 - Charcuterie Coppa Fresh TRSM
Jason Pleym,Fresh St Van House #55,FRES08,Vancouver W,TRSM Delivery - Ground,2021-09-21,310846.0,1180062.0,58122147,TRSM,Charcuterie,~2 Lbs,2.0,Each,2.0,4.28,21.85,Pound,93.518,70.3632,93.9032,0.2475972540045766,Charcuterie Elk Goteborg Salami Fresh TRSM,58122147 - Charcuterie Elk Goteborg Salami Fresh TRSM
Jason Pleym,Fresh St Van House #55,FRES08,Vancouver W,TRSM Delivery - Ground,2021-09-21,310846.0,1180063.0,58122239,TRSM,Charcuterie,~2-3 Lbs,3.0,Each,3.0,4.92,15.0,Pound,73.8,49.7904,66.3708,0.3253333333333333,Charcuterie Lonzino Fresh TRSM,58122239 - Charcuterie Lonzino Fresh TRSM
Jason Pleym,Fresh St Van House #55,FRES08,Vancouver W,TRSM Delivery - Ground,2021-09-21,310846.0,1180064.0,58122154,TRSM,Charcuterie,~2 Lbs,2.0,Each,2.0,3.82,17.2,Pound,65.704,49.4308,66.0478,0.24767441860465111,Charcuterie Soria Chorizo Salami Fresh TRSM,58122154 - Charcuterie Soria Chorizo Salami Fresh TRSM
Jason Pleym,Fresh St Van House #55,FRES08,Vancouver W,TRSM Delivery - Ground,2021-09-21,310846.0,1180067.0,58122287,TRSM,Charcuterie,~0.6 -0.8 Lbs pk/ 8pc,2.0,Pack,2.0,1.63,22.0,Pound,35.86,29.6008,39.5275,0.17454545454545453,Charcuterie Beef & Bison Pepper Sticks Cold Smoked Fresh TRSM,58122287 - Charcuterie Beef & Bison Pepper Sticks Cold Smoked Fresh TRSM
